Documento,Sub_Modalidade,TemEadSN,Transportador,CidadeEntrega,PrazoCd,LevePesadoLiquido,PrazoTransporte,SinalizacaoDePendencia,Canal_de_Entrega,Carga_Promessa,SLA_Cliente,PromessaIntegracao,ExpedicaoIntegracao,PrometidaExpedicao,DiaPromessa,Tempo_Insucesso,Insucessos,Tempo_Transferencia,Transferencias,Dias_Atraso,Tempo_RotaDeEntrega,TentativasDeEntrega
2803962080,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,5,null,null,null,null,null,0,1
2804235660,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2804605260,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2755523910,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,41,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,42,41,1,3,null,null,null,null,null,0,1
2764594410,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,8,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,8,4,4,7,null,null,null,null,null,0,1
2764664180,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,8,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,8,8,0,7,null,null,5,1,null,0,1
2764951850,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,4,LEVE,0,N,CD ONLINE,0,No Prazo,6,6,0,6,null,null,3,1,null,0,1
2764967380,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BARRA VELHA    ,4,PESADO,0,N,CD ONLINE,0,No Prazo,6,6,0,6,null,null,3,1,null,0,1
2766180330,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,2,PESADO,0,N,CD ONLINE,0,No Prazo,4,2,2,2,null,null,null,null,null,0,1
2766627800,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2766695560,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2766887630,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,4,null,null,null,null,null,0,1
2766911490,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.BARRA SUL ,5,LEVE,0,N,CD ONLINE,0,No Prazo,6,6,0,6,null,null,null,null,null,0,1
2767357590,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,4,null,null,null,null,null,0,1
2767636200,Direta D0,S,IQVELO LOG,SAO JOSE       ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2767694281,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,6,null,null,2,1,null,0,1
2767721100,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2767756530,Direta D0,S,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2767869720,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,null,null,null,0,1
2768007020,Direta Viagem,S,JEV TRANSPORTES LTDA,SIDEROPOLIS    ,5,LEVE,1,N,CD ONLINE,0,Fora do Prazo,6,4,2,2,2,1,2,1,null,0,1
2768106000,Direta D0,N,IQVELO LOG,SAO JOSE       ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2768524440,Direta D0,N,IQVELO LOG,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,5,null,null,null,null,null,0,1
2768869920,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2769861350,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,2,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,3,2,1,3,null,null,null,null,null,0,1
2770128020,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2770344730,Direta D0,S,IQVELO LOG,PALHOCA        ,7,PESADO,0,N,CD ONLINE,0,No Prazo,9,9,0,3,null,null,5,1,null,0,1
2770586720,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BOTUVERA       ,5,PESADO,0,N,CD ONLINE,0,No Prazo,5,5,0,7,null,null,null,null,null,0,1
2770656290,Direta D0,S,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2770679320,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,5,2,2,null,null,4,1,null,0,1
2770994510,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,6,null,null,null,null,null,0,1
2771499800,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,PESADO,0,S,CD ONLINE,1,Fora do Prazo,8,9,-1,5,0,2,null,null,1,0,1
2771552250,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2771641330,Direta D0,S,IQVELO LOG,FLORIANOPOLIS  ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,3,null,null,1,1,null,0,1
2771769050,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,7,null,null,null,null,null,0,1
2772048900,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2772064120,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAPEMA        ,1,LEVE,0,N,CD ONLINE,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2772501920,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2772720390,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,8,PESADO,0,N,CD ONLINE,0,No Prazo,10,4,6,4,null,null,0,1,null,0,1
2772781290,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,3,LEVE,1,N,CD ONLINE,0,No Prazo,4,3,1,5,null,null,null,null,null,0,1
2773081050,Direta D0,N,IQVELO LOG,PALHOCA        ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2773225810,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,7,null,null,null,null,null,0,1
2773473890,Direta D0,S,IQVELO LOG,PALHOCA        ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,6,1,4,null,null,2,1,null,0,1
2773548910,Direta D0,N,IQVELO LOG,BIGUACU        ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2773604290,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ARAQUARI       ,9,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,9,9,0,6,null,null,7,1,null,0,1
2773770690,Direta D0,N,IQVELO LOG,PALHOCA        ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2773862491,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,CANOINHAS      ,2,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,4,2,2,2,null,null,null,null,null,0,1
2773910790,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,4,1,3,null,null,1,1,null,0,1
2774473990,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,1,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2774498060,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,7,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,7,7,0,7,null,null,null,null,null,0,1
2774926270,Direta D0,S,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2775065660,Direta D0,N,IQVELO LOG,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2775317880,Direta D0,N,IQVELO LOG,PALHOCA        ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2775335390,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2775410400,Direta D0,N,IQVELO LOG,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2775437530,Direta D0,N,IQVELO LOG,SAO JOSE       ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2776035640,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,7,LEVE,0,N,CD ONLINE,0,No Prazo,8,8,0,6,null,null,6,1,null,0,1
2776337580,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,Fora do Prazo,4,5,-1,3,null,null,1,1,null,0,1
2776462390,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,4,null,null,null,null,null,0,1
2776562230,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2776731970,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,IOMERE         ,15,PESADO,14,N,CD ONLINE,0,No Prazo,19,2,17,6,null,null,null,null,null,0,1
2776773190,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,3,null,null,null,null,null,0,1
2776851860,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,S,CD ONLINE,0,No Prazo,46,20,26,5,null,null,1,2,null,0,1
2777119430,Direta D0,N,IQVELO LOG,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2777620600,Direta Viagem,N,JEV TRANSPORTES LTDA,IMBITUBA       ,3,PESADO,1,N,CD ONLINE,0,No Prazo,3,1,2,7,null,null,null,null,null,0,1
2777710780,Direta Viagem,S,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,5,PESADO,1,N,CD ONLINE,0,No Prazo,6,5,1,3,null,null,2,1,null,0,1
2777769330,Direta Viagem,S,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,5,PESADO,1,N,CD ONLINE,0,No Prazo,6,5,1,3,null,null,2,1,null,0,1
2778769991,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2779122330,Direta Viagem,S,JEV TRANSPORTES LTDA,TUBARAO        ,9,LEVE,1,N,CD ONLINE,0,No Prazo,11,10,1,4,null,null,7,1,null,0,1
2779135020,Direta Viagem,S,VPLOG SERVICOS E TRANSPORTES,CHAPECO        ,10,PESADO,1,N,CD ONLINE,0,No Prazo,13,4,9,6,null,null,2,1,null,0,1
2780007860,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,6,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,6,2,4,2,null,null,null,null,null,0,1
2780208990,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,POMERODE       ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,7,0,4,null,null,5,3,null,0,1
2780433640,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2781288190,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2781291190,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2781468260,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,3,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,4,null,null,null,null,null,0,1
2781482640,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAPEMA        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2781758400,Direta D0,N,IQVELO LOG,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,4,null,null,null,null,null,0,1
2782001070,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,6,null,null,null,null,null,0,1
2782349700,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,7,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,7,7,0,3,null,null,3,1,null,0,1
2782871660,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,7,null,null,null,null,null,0,1
2783186310,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,2,null,null,null,null,null,0,1
2783431011,Direta D0,N,IQVELO LOG,PALHOCA        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,3,null,null,null,null,null,0,1
2783492580,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,2,null,null,null,null,null,0,1
2783858930,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,4,PESADO,0,N,CD ONLINE,0,Fora do Prazo,5,8,-3,6,0,1,3,1,null,0,1
2784029631,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2784266010,Direta Viagem,N,JEV TRANSPORTES LTDA,TUBARAO        ,1,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,2,1,1,5,null,null,null,null,null,0,1
2785990410,Direta D0,N,LSA,FLORIANOPOLIS  ,1,LEVE,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2786423020,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2786458120,Direta D0,S,LSA,SAO JOSE       ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,6,null,null,1,1,null,0,1
2786483490,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2786586340,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,LEVE,0,S,CD ONLINE,1,Fora do Prazo,24,27,-3,6,null,null,1,1,null,0,1
2786940860,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2786969640,Direta D0,N,LSA,BIGUACU        ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2787796130,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,Fora do Prazo,4,6,-2,4,null,null,0,1,null,0,1
2788258900,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,0,1,null,0,1
2788357870,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,1,Fora do Prazo,1,2,-1,3,0,1,null,null,null,0,1
2788436640,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2788680230,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2788802770,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,6,null,null,null,null,null,0,1
2789000871,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,8,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,8,8,0,4,null,null,6,2,null,0,1
2789238970,Direta Viagem,N,JEV TRANSPORTES LTDA,TUBARAO        ,2,PESADO,1,N,CD ONLINE,0,No Prazo,2,1,1,6,null,null,null,null,null,0,1
2789623190,Direta Viagem,N,JEV TRANSPORTES LTDA,IMBITUBA       ,4,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,5,2,3,3,null,null,null,null,null,0,1
2789803350,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,7,null,null,null,null,null,0,1
2789961390,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,1,2,2,null,null,null,null,null,0,1
2790021160,Direta Viagem,N,VPLOG SERVICOS E TRANSPORTES,MAFRA          ,5,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,6,5,1,5,null,null,null,null,null,0,1
2790089990,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,1,2,2,null,null,null,null,null,0,1
2790624800,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,GASPAR         ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,3,null,null,null,null,null,0,1
2791045500,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,1,1,null,0,1
2791311170,Direta D0,N,LSA,PALHOCA        ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,4,null,null,null,null,null,0,1
2791779120,Direta D0,N,LSA,PALHOCA        ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,6,null,null,null,null,null,0,1
2791947030,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2791980070,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2792485920,Direta D0,S,LSA,PALHOCA        ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,4,1,5,null,null,0,1,null,0,1
2794072350,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,ITAJAI         ,0,PESADO,0,N,CD ONLINE,0,No Prazo,4,2,2,2,null,null,null,null,null,0,1
2794217990,Direta D0,N,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,Fora do Prazo,4,4,0,3,0,2,null,null,1,0,1
2794322161,Direta D0,S,LSA,PALHOCA        ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,3,null,null,0,1,null,0,1
2794556160,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,2,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,3,2,1,3,null,null,null,null,null,0,1
2795018260,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2795474710,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,6,null,null,null,null,null,0,1
2795990370,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD ONLINE,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2796268740,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,PESADO,0,N,CD ONLINE,0,No Prazo,4,4,0,3,0,1,0,1,null,0,1
2796548150,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,CAMBORIU       ,3,PESADO,0,S,CD ONLINE,0,No Prazo,12,5,7,5,null,null,1,1,null,0,1
2796965520,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,4,LEVE,0,N,CD ONLINE,0,No Prazo,5,4,1,6,null,null,0,2,null,0,1
2797129830,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,3,null,null,null,null,null,0,1
2797168720,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2797597310,Direta D0,S,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,3,0,6,null,null,0,1,null,0,1
2797790390,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,PORTO BELO     ,5,PESADO,0,N,CD ONLINE,0,No Prazo,6,4,2,2,null,null,2,1,null,0,1
2797971790,Direta D0,N,LSA,ST.A.IMPERATRIZ,6,PESADO,0,N,CD ONLINE,0,No Prazo,7,7,0,4,null,null,null,null,null,0,1
2798099560,Direta D0,S,LSA,FLORIANOPOLIS  ,5,PESADO,0,N,CD ONLINE,0,No Prazo,6,6,0,3,null,null,2,1,null,0,1
2798129390,Direta D0,S,LSA,FLORIANOPOLIS  ,5,PESADO,0,N,CD ONLINE,0,No Prazo,6,6,0,3,null,null,2,1,null,0,1
2798481800,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,NAVEGANTES     ,8,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,8,7,1,6,null,null,null,null,null,0,1
2798661601,Direta D0,N,LSA,BIGUACU        ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,1,2,2,null,null,null,null,null,0,1
2798869390,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,3,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,3,1,2,2,null,null,null,null,null,0,1
2798876750,Direta D0,N,LSA,FLORIANOPOLIS  ,5,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,5,5,0,4,null,null,null,null,null,0,1
2799633630,Direta D0,N,LSA,FLORIANOPOLIS  ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,5,null,null,null,null,null,0,1
2799776230,Direta D0,N,LSA,FLORIANOPOLIS  ,2,PESADO,0,N,CD ONLINE,0,No Prazo,2,2,0,4,null,null,null,null,null,0,1
2799968410,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,7,null,null,1,1,null,0,1
2800171540,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,2,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,2,2,0,5,null,null,null,null,null,0,1
2800314490,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,JARAGUA DO SUL ,3,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,7,null,null,0,1,null,0,1
2800594990,Direta D0,N,LSA,FLORIANOPOLIS  ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,2,3,2,null,null,null,null,null,0,1
2800638900,Direta D0,N,LSA,SAO JOSE       ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2800702600,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,6,null,null,null,null,null,0,1
2800980020,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BRUSQUE        ,1,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,1,1,0,7,null,null,null,null,null,0,1
2801066660,Direta Viagem,N,JEV TRANSPORTES LTDA,CRICIUMA       ,3,PESADO,1,N,CD LOJAS FISICAS,0,No Prazo,4,3,1,3,null,null,null,null,null,0,1
2801220450,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BALN. PICARRAS ,3,PESADO,0,N,CD ONLINE,1,No Prazo,4,4,0,4,null,null,0,1,null,0,1
2801301430,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,BALN.CAMBORIU  ,4,PESADO,0,N,CD LOJAS FISICAS,0,No Prazo,4,4,0,4,0,1,null,null,null,0,1
2801522480,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,JOINVILLE      ,2,PESADO,0,N,CD ONLINE,0,No Prazo,3,3,0,4,null,null,null,null,null,0,1
2801552510,Direta D0,S,VPLOG SERVICOS E TRANSPORTES,BLUMENAU       ,4,PESADO,0,N,CD ONLINE,0,No Prazo,5,3,2,6,null,null,0,1,null,0,1
2801751860,Direta D0,N,VPLOG SERVICOS E TRANSPORTES,PORTO BELO     ,4,LEVE,0,N,CD ONLINE,1,Fora do Prazo,4,7,-3,6,null,null,null,null,null,0,1
2801762400,Direta Viagem,N,JEV TRANSPORTES LTDA,GAROPABA       ,4,PESADO,1,N,CD ONLINE,0,No Prazo,4,3,1,6,null,null,null,null,null,0,1
