Data;Filial;producao
09/04/2023;RIO;19822
09/04/2023;POA;2094
09/04/2023;REC;11336
09/04/2023;SSA;2359
09/04/2023;TECA;10102
10/04/2023;BHZ;15026
10/04/2023;BSB;3930
10/04/2023;CGB;4457
10/04/2023;CGR;2024
10/04/2023;FOR;5223
10/04/2023;RIO;13028
10/04/2023;MAO;1570
10/04/2023;POA;7215
10/04/2023;REC;8664
10/04/2023;SSA;7743
10/04/2023;TECA;68109
10/04/2023;VIX;7525
11/04/2023;BHZ;14801
11/04/2023;BSB;2024
11/04/2023;CGB;3407
11/04/2023;CGR;2347
11/04/2023;FOR;3049
11/04/2023;RIO;24298
11/04/2023;MAO;1325
11/04/2023;POA;11064
11/04/2023;REC;7542
11/04/2023;SSA;2580
11/04/2023;TECA;161585
11/04/2023;VIX;10465
12/04/2023;BHZ;24854
12/04/2023;BSB;6711
12/04/2023;CGB;4958
12/04/2023;CGR;2432
12/04/2023;FOR;3430
12/04/2023;RIO;29085
12/04/2023;MAO;356
12/04/2023;POA;14035
12/04/2023;REC;4110
12/04/2023;SSA;4915
12/04/2023;TECA;170140
12/04/2023;VIX;10768
13/04/2023;BHZ;22520
13/04/2023;BSB;5273
13/04/2023;CGB;3856
13/04/2023;CGR;1573
13/04/2023;FOR;1136
13/04/2023;RIO;34402
13/04/2023;MAO;2013
13/04/2023;POA;14876
13/04/2023;REC;4360
13/04/2023;SSA;3753
13/04/2023;TECA;178947
13/04/2023;VIX;15106
14/04/2023;BHZ;21232
14/04/2023;BSB;5540
14/04/2023;CGB;4181
14/04/2023;CGR;2932
14/04/2023;FOR;975
14/04/2023;RIO;36469
14/04/2023;MAO;5565
14/04/2023;POA;14849
14/04/2023;REC;4197
14/04/2023;SSA;14734
14/04/2023;TECA;177622
14/04/2023;VIX;12126
15/04/2023;BHZ;19464
15/04/2023;BSB;4245
15/04/2023;CGB;3377
15/04/2023;CGR;1069
15/04/2023;FOR;691
15/04/2023;RIO;29417
15/04/2023;MAO;1339
15/04/2023;POA;9794
15/04/2023;REC;11886
15/04/2023;SSA;8614
15/04/2023;TECA;155887
15/04/2023;VIX;9724
16/04/2023;BHZ;3847
16/04/2023;BSB;48
16/04/2023;RIO;25124
16/04/2023;POA;4957
16/04/2023;REC;14342
16/04/2023;SSA;5238
16/04/2023;TECA;40206
16/04/2023;VIX;278
17/04/2023;BHZ;21444
17/04/2023;BSB;5893
17/04/2023;CGB;2384
17/04/2023;CGR;3762
17/04/2023;FOR;6278
17/04/2023;RIO;32300
17/04/2023;MAO;3195
17/04/2023;POA;13743
17/04/2023;REC;12517
17/04/2023;SSA;7376
17/04/2023;TECA;67520
17/04/2023;VIX;6747
18/04/2023;BHZ;18832
18/04/2023;BSB;7924
18/04/2023;CGB;5190
18/04/2023;CGR;2888
18/04/2023;FOR;2219
18/04/2023;RIO;30428
18/04/2023;MAO;790
18/04/2023;POA;13570
18/04/2023;REC;8231
18/04/2023;SSA;7279
18/04/2023;TECA;147459
18/04/2023;VIX;10037
19/04/2023;BHZ;24142
19/04/2023;BSB;6220
19/04/2023;CGB;4298
19/04/2023;CGR;1353
19/04/2023;FOR;3123
19/04/2023;RIO;37463
19/04/2023;MAO;713
19/04/2023;POA;14974
19/04/2023;REC;9591
19/04/2023;SSA;2990
19/04/2023;TECA;172172
19/04/2023;VIX;11975
20/04/2023;BHZ;23202
20/04/2023;BSB;5019
20/04/2023;CGB;4860
20/04/2023;CGR;1956
20/04/2023;FOR;3806
20/04/2023;RIO;34451
20/04/2023;MAO;243
20/04/2023;POA;16434
20/04/2023;REC;6245
20/04/2023;SSA;10031
20/04/2023;TECA;169788
20/04/2023;VIX;12764
21/04/2023;BHZ;14896
21/04/2023;BSB;5361
21/04/2023;CGB;2555
21/04/2023;CGR;363
21/04/2023;FOR;1044
21/04/2023;RIO;35287
21/04/2023;MAO;4327
21/04/2023;POA;14097
21/04/2023;REC;10654
21/04/2023;SSA;7113
21/04/2023;TECA;111533
21/04/2023;VIX;10404
22/04/2023;BHZ;15410
22/04/2023;BSB;3180
22/04/2023;CGB;4569
22/04/2023;CGR;1841
22/04/2023;FOR;1604
22/04/2023;RIO;25444
22/04/2023;MAO;1859
22/04/2023;POA;6806
22/04/2023;REC;9723
22/04/2023;SSA;6695
22/04/2023;TECA;93101
22/04/2023;VIX;5497
23/04/2023;BHZ;2920
23/04/2023;BSB;1535
23/04/2023;CGB;18
23/04/2023;RIO;8349
23/04/2023;POA;3867
23/04/2023;REC;12671
23/04/2023;SSA;8144
23/04/2023;TECA;24606
23/04/2023;VIX;193
24/04/2023;BHZ;20747
24/04/2023;BSB;3302
24/04/2023;CGB;3272
24/04/2023;CGR;3065
24/04/2023;FOR;4160
24/04/2023;RIO;17639
24/04/2023;MAO;3045
24/04/2023;POA;17107
24/04/2023;REC;10869
24/04/2023;SSA;5686
24/04/2023;TECA;56271
24/04/2023;VIX;7768
25/04/2023;BHZ;16133
25/04/2023;BSB;6971
25/04/2023;CGB;6000
25/04/2023;CGR;2325
25/04/2023;FOR;2054
25/04/2023;RIO;30044
25/04/2023;MAO;2579
25/04/2023;POA;10858
25/04/2023;REC;6823
25/04/2023;SSA;6088
25/04/2023;TECA;184278
25/04/2023;VIX;9948
26/04/2023;BHZ;22297
26/04/2023;BSB;5110
26/04/2023;CGB;4353
26/04/2023;CGR;795
26/04/2023;FOR;3527
26/04/2023;RIO;32486
26/04/2023;MAO;2293
26/04/2023;POA;11180
26/04/2023;REC;8178
26/04/2023;SSA;1372
26/04/2023;TECA;184578
26/04/2023;VIX;14052
27/04/2023;BHZ;22507
27/04/2023;BSB;5101
27/04/2023;CGB;2705
27/04/2023;CGR;2579
27/04/2023;FOR;2783
27/04/2023;RIO;35560
27/04/2023;MAO;1689
27/04/2023;POA;17215
27/04/2023;REC;5288
27/04/2023;SSA;9217
27/04/2023;TECA;185686
27/04/2023;VIX;12035
28/04/2023;BHZ;23058
28/04/2023;BSB;5611
28/04/2023;CGB;4229
28/04/2023;CGR;2144
28/04/2023;FOR;1672
28/04/2023;RIO;28651
28/04/2023;MAO;4328
28/04/2023;POA;14748
28/04/2023;REC;10827
28/04/2023;SSA;11001
28/04/2023;TECA;170409
28/04/2023;VIX;11884
29/04/2023;BHZ;15328
29/04/2023;BSB;5694
29/04/2023;CGB;3203
29/04/2023;CGR;126
29/04/2023;FOR;2905
29/04/2023;RIO;37526
29/04/2023;MAO;4009
29/04/2023;POA;11830
29/04/2023;REC;11498
29/04/2023;SSA;8336
29/04/2023;TECA;141182
29/04/2023;VIX;9955
30/04/2023;BHZ;4008
30/04/2023;BSB;1948
30/04/2023;CGB;3
30/04/2023;RIO;9623
30/04/2023;POA;6656
30/04/2023;REC;13193
30/04/2023;SSA;9365
30/04/2023;TECA;34079
30/04/2023;VIX;645
01/05/2023;BHZ;7418
01/05/2023;BSB;3821
01/05/2023;CGB;578
01/05/2023;FOR;3014
01/05/2023;RIO;4187
01/05/2023;POA;14175
01/05/2023;REC;10196
01/05/2023;SSA;4401
01/05/2023;TECA;10603
01/05/2023;VIX;2157
02/05/2023;BHZ;23190
02/05/2023;BSB;5437
02/05/2023;CGB;4101
02/05/2023;CGR;4139
02/05/2023;FOR;3087
02/05/2023;RIO;8349
02/05/2023;MAO;737
02/05/2023;POA;8028
02/05/2023;REC;7436
02/05/2023;SSA;2112
02/05/2023;TECA;71281
02/05/2023;VIX;6536
03/05/2023;BHZ;13945
03/05/2023;BSB;6264
03/05/2023;CGB;3867
03/05/2023;CGR;2023
03/05/2023;FOR;2449
03/05/2023;RIO;27700
03/05/2023;MAO;1436
03/05/2023;POA;9574
03/05/2023;REC;8801
03/05/2023;SSA;5602
03/05/2023;TECA;158897
03/05/2023;VIX;8633
04/05/2023;BHZ;23859
04/05/2023;BSB;4658
04/05/2023;CGB;3319
04/05/2023;CGR;1338
04/05/2023;FOR;1317
04/05/2023;RIO;37088
04/05/2023;MAO;778
04/05/2023;POA;11742
04/05/2023;REC;5501
04/05/2023;SSA;1896
04/05/2023;TECA;183747
04/05/2023;VIX;15083
05/05/2023;BHZ;21751
05/05/2023;BSB;5700
05/05/2023;CGB;5479
05/05/2023;CGR;1843
05/05/2023;FOR;4228
05/05/2023;RIO;38043
05/05/2023;MAO;4154
05/05/2023;POA;12688
05/05/2023;REC;7225
05/05/2023;SSA;9168
05/05/2023;TECA;183272
05/05/2023;VIX;12044
06/05/2023;BHZ;19176
06/05/2023;BSB;4454
06/05/2023;CGB;3410
06/05/2023;CGR;47
06/05/2023;FOR;859
06/05/2023;RIO;31557
06/05/2023;MAO;3140
06/05/2023;POA;10821
06/05/2023;REC;8895
06/05/2023;SSA;4013
06/05/2023;TECA;122277
06/05/2023;VIX;10131
07/05/2023;BHZ;4088
07/05/2023;BSB;2526
07/05/2023;CGB;813
07/05/2023;RIO;7853
07/05/2023;POA;2364
07/05/2023;REC;10746
07/05/2023;SSA;11930
07/05/2023;TECA;29394
07/05/2023;VIX;271
08/05/2023;BHZ;21507
08/05/2023;BSB;8615
08/05/2023;CGB;4773
08/05/2023;CGR;3713
08/05/2023;FOR;4050
08/05/2023;RIO;13330
08/05/2023;MAO;1611
08/05/2023;POA;12371
08/05/2023;REC;7992
08/05/2023;SSA;8779
08/05/2023;TECA;84491
08/05/2023;VIX;9457
09/05/2023;BHZ;17953
09/05/2023;BSB;3094
09/05/2023;CGB;4878
09/05/2023;CGR;2019
09/05/2023;FOR;4229
09/05/2023;RIO;31414
09/05/2023;MAO;1500
09/05/2023;POA;13811
09/05/2023;REC;6503
09/05/2023;SSA;3154
09/05/2023;TECA;159365
09/05/2023;VIX;11385
10/05/2023;BHZ;27160
10/05/2023;BSB;7113
10/05/2023;CGB;2468
10/05/2023;CGR;1661
10/05/2023;FOR;1954
10/05/2023;RIO;35456
10/05/2023;MAO;532
10/05/2023;POA;13485
10/05/2023;REC;9130
10/05/2023;SSA;8101
10/05/2023;TECA;178939
10/05/2023;VIX;11304
11/05/2023;BHZ;24924
11/05/2023;BSB;7480
11/05/2023;CGB;3930
11/05/2023;CGR;1559
11/05/2023;FOR;1504
11/05/2023;RIO;31793
11/05/2023;MAO;158
11/05/2023;POA;17490
11/05/2023;REC;8919
11/05/2023;SSA;9194
11/05/2023;TECA;175930
11/05/2023;VIX;13878
12/05/2023;BHZ;25730
12/05/2023;BSB;5603
12/05/2023;CGB;2780
12/05/2023;CGR;2619
12/05/2023;FOR;3543
12/05/2023;RIO;31404
12/05/2023;MAO;3376
12/05/2023;POA;14875
12/05/2023;REC;11900
12/05/2023;SSA;6828
12/05/2023;TECA;172334
12/05/2023;VIX;13620
13/05/2023;BHZ;20974
13/05/2023;BSB;4363
13/05/2023;CGB;2585
13/05/2023;FOR;875
13/05/2023;RIO;35675
13/05/2023;MAO;205
13/05/2023;POA;13989
13/05/2023;REC;11083
13/05/2023;SSA;8997
13/05/2023;TECA;148309
13/05/2023;VIX;7421
14/05/2023;BHZ;3659
14/05/2023;BSB;1804
14/05/2023;CGB;501
14/05/2023;RIO;6610
14/05/2023;POA;7802
14/05/2023;REC;8804
14/05/2023;SSA;10083
14/05/2023;TECA;46642
14/05/2023;VIX;5
15/05/2023;BHZ;30389
15/05/2023;BSB;7124
15/05/2023;CGB;1726
15/05/2023;CGR;1964
15/05/2023;FOR;3929
15/05/2023;RIO;13392
15/05/2023;MAO;1280
15/05/2023;POA;10902
15/05/2023;REC;11225
15/05/2023;SSA;9161
15/05/2023;TECA;100666
15/05/2023;VIX;10996
16/05/2023;BHZ;22989
16/05/2023;BSB;9435
16/05/2023;CGB;4761
16/05/2023;CGR;2745
16/05/2023;FOR;3311
16/05/2023;RIO;30535
16/05/2023;MAO;564
16/05/2023;POA;13367
16/05/2023;REC;13029
16/05/2023;SSA;6791
16/05/2023;TECA;147763
16/05/2023;VIX;10954
17/05/2023;BHZ;26254
17/05/2023;BSB;10899
17/05/2023;CGB;3014
17/05/2023;CGR;2632
17/05/2023;FOR;3395
17/05/2023;RIO;31565
17/05/2023;MAO;916
17/05/2023;POA;13263
17/05/2023;REC;9759
17/05/2023;SSA;2102
17/05/2023;TECA;165745
17/05/2023;VIX;12439
18/05/2023;BHZ;20701
18/05/2023;BSB;6297
18/05/2023;CGB;3516
18/05/2023;CGR;2651
18/05/2023;FOR;1954
18/05/2023;RIO;26976
18/05/2023;MAO;294
18/05/2023;POA;14262
18/05/2023;REC;8907
18/05/2023;SSA;9535
18/05/2023;TECA;159502
18/05/2023;VIX;12978
19/05/2023;BHZ;25244
19/05/2023;BSB;6704
19/05/2023;CGB;3891
19/05/2023;CGR;2428
19/05/2023;FOR;5039
19/05/2023;RIO;30316
19/05/2023;MAO;3416
19/05/2023;POA;13766
19/05/2023;REC;9568
19/05/2023;SSA;10562
19/05/2023;TECA;164571
19/05/2023;VIX;9484
20/05/2023;BHZ;20665
20/05/2023;BSB;4887
20/05/2023;CGB;2709
20/05/2023;CGR;1078
20/05/2023;FOR;831
20/05/2023;RIO;33279
20/05/2023;MAO;3422
20/05/2023;POA;8989
20/05/2023;REC;8878
20/05/2023;SSA;4995
20/05/2023;TECA;122593
20/05/2023;VIX;8966
21/05/2023;BHZ;2472
21/05/2023;BSB;634
21/05/2023;RIO;9951
21/05/2023;POA;3415
21/05/2023;REC;13104
21/05/2023;SSA;11661
21/05/2023;TECA;34194
21/05/2023;VIX;146
22/05/2023;BHZ;22310
22/05/2023;BSB;6641
22/05/2023;CGB;4098
22/05/2023;CGR;2317
22/05/2023;FOR;4501
22/05/2023;RIO;10975
22/05/2023;MAO;2183
22/05/2023;POA;12038
22/05/2023;REC;7121
22/05/2023;SSA;10546
22/05/2023;TECA;67913
22/05/2023;VIX;7013
23/05/2023;BHZ;18518
23/05/2023;BSB;6693
23/05/2023;CGB;4173
23/05/2023;CGR;1335
23/05/2023;FOR;3211
23/05/2023;RIO;24752
23/05/2023;MAO;2622
23/05/2023;POA;10360
23/05/2023;REC;8797
23/05/2023;SSA;2019
23/05/2023;TECA;136455
23/05/2023;VIX;13610
24/05/2023;BHZ;20432
24/05/2023;BSB;5726
24/05/2023;CGB;2038
24/05/2023;CGR;1130
24/05/2023;FOR;2094
24/05/2023;RIO;30444
24/05/2023;MAO;1889
24/05/2023;POA;12449
24/05/2023;REC;10003
24/05/2023;SSA;3869
24/05/2023;TECA;168979
24/05/2023;VIX;11320
25/05/2023;BHZ;22948
25/05/2023;BSB;7382
25/05/2023;CGB;5459
25/05/2023;CGR;2028
25/05/2023;FOR;1792
25/05/2023;RIO;34817
25/05/2023;MAO;947
25/05/2023;POA;16440
25/05/2023;REC;8883
25/05/2023;SSA;9456
25/05/2023;TECA;170500
25/05/2023;VIX;12173
26/05/2023;BHZ;26640
26/05/2023;BSB;7648
26/05/2023;CGB;8782
26/05/2023;CGR;1808
26/05/2023;FOR;1469
26/05/2023;RIO;35562
26/05/2023;MAO;2823
26/05/2023;POA;15496
26/05/2023;REC;9455
26/05/2023;SSA;10606
26/05/2023;TECA;163379
26/05/2023;VIX;14511
27/05/2023;BHZ;20361
27/05/2023;BSB;5739
27/05/2023;CGB;8890
27/05/2023;CGR;1
27/05/2023;FOR;2840
27/05/2023;RIO;30205
27/05/2023;MAO;4121
27/05/2023;POA;8289
27/05/2023;REC;10226
27/05/2023;SSA;4202
27/05/2023;TECA;126152
27/05/2023;VIX;8563
28/05/2023;BHZ;3682
28/05/2023;BSB;527
28/05/2023;CGB;2970
28/05/2023;RIO;4794
28/05/2023;POA;4559
28/05/2023;REC;10985
28/05/2023;SSA;11466
28/05/2023;TECA;26520
29/05/2023;BHZ;25855
29/05/2023;BSB;7773
29/05/2023;CGB;5653
29/05/2023;CGR;3225
29/05/2023;FOR;2776
29/05/2023;RIO;10605
29/05/2023;MAO;2570
29/05/2023;POA;11030
29/05/2023;REC;11131
29/05/2023;SSA;11381
29/05/2023;TECA;73517
29/05/2023;VIX;8111
30/05/2023;BHZ;17737
30/05/2023;BSB;5129
30/05/2023;CGB;5614
30/05/2023;CGR;2298
30/05/2023;FOR;4645
30/05/2023;RIO;26517
30/05/2023;MAO;1390
30/05/2023;POA;16043
30/05/2023;REC;9064
30/05/2023;SSA;5406
30/05/2023;TECA;134524
30/05/2023;VIX;10945
31/05/2023;BHZ;23898
31/05/2023;BSB;6729
31/05/2023;CGB;1721
31/05/2023;CGR;1200
31/05/2023;FOR;3482
31/05/2023;RIO;35728
31/05/2023;MAO;819
31/05/2023;POA;16463
31/05/2023;REC;9186
31/05/2023;SSA;3776
31/05/2023;TECA;170533
31/05/2023;VIX;13823
01/06/2023;BHZ;23689
01/06/2023;BSB;6797
01/06/2023;CGB;387
01/06/2023;CGR;2185
01/06/2023;FOR;1590
01/06/2023;RIO;29764
01/06/2023;MAO;755
01/06/2023;POA;18624
01/06/2023;REC;7630
01/06/2023;SSA;3484
01/06/2023;TECA;155632
01/06/2023;VIX;11889
02/06/2023;BHZ;24993
02/06/2023;BSB;7181
02/06/2023;CGB;5188
02/06/2023;CGR;2081
02/06/2023;FOR;1544
02/06/2023;RIO;29713
02/06/2023;MAO;3071
02/06/2023;POA;17371
02/06/2023;REC;8136
02/06/2023;SSA;13306
02/06/2023;TECA;149325
02/06/2023;VIX;11024
03/06/2023;BHZ;21576
03/06/2023;BSB;5796
03/06/2023;CGB;5664
03/06/2023;CGR;1476
03/06/2023;FOR;2753
03/06/2023;RIO;33819
03/06/2023;MAO;3242
03/06/2023;POA;11154
03/06/2023;REC;11018
03/06/2023;SSA;3964
03/06/2023;TECA;119632
03/06/2023;VIX;8237
04/06/2023;BHZ;9130
04/06/2023;BSB;886
04/06/2023;CGB;26
04/06/2023;RIO;4968
04/06/2023;POA;3082
04/06/2023;REC;9223
04/06/2023;SSA;12752
04/06/2023;TECA;28326
05/06/2023;BHZ;19543
05/06/2023;BSB;5761
05/06/2023;CGB;3165
05/06/2023;CGR;2316
05/06/2023;FOR;2613
05/06/2023;RIO;11438
05/06/2023;MAO;3074
05/06/2023;POA;10293
05/06/2023;REC;10796
05/06/2023;SSA;8585
05/06/2023;TECA;59748
05/06/2023;VIX;8644
06/06/2023;BHZ;14864
06/06/2023;BSB;7128
06/06/2023;CGB;5927
06/06/2023;CGR;904
06/06/2023;FOR;3126
06/06/2023;RIO;31434
06/06/2023;MAO;1050
06/06/2023;POA;11570
06/06/2023;REC;9608
06/06/2023;SSA;3555
06/06/2023;TECA;164492
06/06/2023;VIX;13446
07/06/2023;BHZ;24122
07/06/2023;BSB;9606
07/06/2023;CGB;2724
07/06/2023;CGR;1572
07/06/2023;FOR;2168
07/06/2023;RIO;35924
07/06/2023;MAO;461
07/06/2023;POA;13505
07/06/2023;REC;7128
07/06/2023;SSA;5906
07/06/2023;TECA;178375
07/06/2023;VIX;12038
08/06/2023;BHZ;18851
08/06/2023;BSB;6362
08/06/2023;CGR;863
08/06/2023;FOR;1093
08/06/2023;RIO;31961
08/06/2023;MAO;354
08/06/2023;POA;15314
08/06/2023;REC;10776
08/06/2023;SSA;8962
08/06/2023;TECA;87010
08/06/2023;VIX;9114
09/06/2023;BHZ;20982
09/06/2023;BSB;9630
09/06/2023;CGB;5775
09/06/2023;CGR;1852
09/06/2023;FOR;3015
09/06/2023;RIO;32808
09/06/2023;MAO;2659
09/06/2023;POA;8457
09/06/2023;REC;7146
09/06/2023;SSA;10874
09/06/2023;TECA;155233
09/06/2023;VIX;9673
10/06/2023;BHZ;18156
10/06/2023;BSB;7378
10/06/2023;CGB;3455
10/06/2023;CGR;363
10/06/2023;FOR;819
10/06/2023;RIO;37252
10/06/2023;MAO;2453
10/06/2023;POA;7960
10/06/2023;REC;11670
10/06/2023;SSA;4669
10/06/2023;TECA;138905
10/06/2023;VIX;13023
11/06/2023;BHZ;3492
11/06/2023;BSB;578
11/06/2023;RIO;8018
11/06/2023;POA;4104
11/06/2023;REC;7167
11/06/2023;SSA;1785
11/06/2023;TECA;54254
11/06/2023;VIX;211
12/06/2023;BHZ;21464
12/06/2023;BSB;7380
12/06/2023;CGB;7062
12/06/2023;CGR;3216
12/06/2023;FOR;3260
12/06/2023;RIO;13015
12/06/2023;MAO;3724
12/06/2023;POA;9107
12/06/2023;REC;8574
12/06/2023;SSA;11743
12/06/2023;TECA;88320
12/06/2023;VIX;10957
13/06/2023;BHZ;28624
13/06/2023;BSB;8080
13/06/2023;CGB;6438
13/06/2023;CGR;2231
13/06/2023;FOR;1794
13/06/2023;RIO;32358
13/06/2023;MAO;1614
13/06/2023;POA;15279
13/06/2023;REC;7932
13/06/2023;SSA;10518
13/06/2023;TECA;158328
13/06/2023;VIX;9824
14/06/2023;BHZ;23773
14/06/2023;BSB;8736
14/06/2023;CGB;3647
14/06/2023;CGR;1241
14/06/2023;FOR;2582
14/06/2023;RIO;37619
14/06/2023;MAO;3836
14/06/2023;POA;18354
14/06/2023;REC;7556
14/06/2023;SSA;6767
14/06/2023;TECA;157005
14/06/2023;VIX;17783
15/06/2023;BHZ;24354
15/06/2023;BSB;8006
15/06/2023;CGB;1945
15/06/2023;CGR;2078
15/06/2023;FOR;2010
15/06/2023;RIO;30993
15/06/2023;MAO;1754
15/06/2023;POA;17204
15/06/2023;REC;5207
15/06/2023;SSA;10068
15/06/2023;TECA;197228
15/06/2023;VIX;14606
16/06/2023;BHZ;22212
16/06/2023;BSB;10351
16/06/2023;CGB;6825
16/06/2023;CGR;2183
16/06/2023;FOR;1277
16/06/2023;RIO;35381
16/06/2023;MAO;3178
16/06/2023;POA;13906
16/06/2023;REC;10473
16/06/2023;SSA;9629
16/06/2023;TECA;178838
16/06/2023;VIX;18635
17/06/2023;BHZ;20580
17/06/2023;BSB;9605
17/06/2023;CGB;2822
17/06/2023;CGR;651
17/06/2023;FOR;2867
17/06/2023;RIO;29353
17/06/2023;MAO;2675
17/06/2023;POA;6083
17/06/2023;REC;10264
17/06/2023;SSA;4508
17/06/2023;TECA;157486
17/06/2023;VIX;9505
18/06/2023;BHZ;8081
18/06/2023;BSB;4164
18/06/2023;RIO;20619
18/06/2023;POA;8399
18/06/2023;REC;10905
18/06/2023;SSA;13335
18/06/2023;TECA;73540
18/06/2023;VIX;7568
19/06/2023;BHZ;29154
19/06/2023;BSB;8820
19/06/2023;CGB;3957
19/06/2023;CGR;2735
19/06/2023;FOR;3710
19/06/2023;RIO;28324
19/06/2023;MAO;4811
19/06/2023;POA;15809
19/06/2023;REC;9933
19/06/2023;SSA;12348
19/06/2023;TECA;107084
19/06/2023;VIX;8156
20/06/2023;BHZ;24130
20/06/2023;BSB;9797
20/06/2023;CGB;10526
20/06/2023;CGR;1986
20/06/2023;FOR;4119
20/06/2023;RIO;39274
20/06/2023;MAO;2135
20/06/2023;POA;15355
20/06/2023;REC;9519
20/06/2023;SSA;3730
20/06/2023;TECA;191621
20/06/2023;VIX;13939
21/06/2023;BHZ;23804
21/06/2023;BSB;10250
21/06/2023;CGB;5481
21/06/2023;CGR;2412
21/06/2023;FOR;3767
21/06/2023;RIO;38241
21/06/2023;MAO;530
21/06/2023;POA;16961
21/06/2023;REC;8812
21/06/2023;SSA;6178
21/06/2023;TECA;195521
21/06/2023;VIX;12886
22/06/2023;BHZ;25843
22/06/2023;BSB;11598
22/06/2023;CGB;4461
22/06/2023;CGR;1604
22/06/2023;FOR;2103
22/06/2023;RIO;35618
22/06/2023;MAO;223
22/06/2023;POA;17092
22/06/2023;REC;8616
22/06/2023;SSA;10194
22/06/2023;TECA;184102
22/06/2023;VIX;13360
23/06/2023;BHZ;30513
23/06/2023;BSB;12099
23/06/2023;CGB;10723
23/06/2023;CGR;4308
23/06/2023;FOR;2904
23/06/2023;RIO;34150
23/06/2023;MAO;5266
23/06/2023;POA;14217
23/06/2023;REC;9482
23/06/2023;SSA;4615
23/06/2023;TECA;169590
23/06/2023;VIX;14575
24/06/2023;BHZ;25209
24/06/2023;BSB;10091
24/06/2023;CGB;5831
24/06/2023;CGR;2198
24/06/2023;FOR;2091
24/06/2023;RIO;34837
24/06/2023;MAO;3561
24/06/2023;POA;12435
24/06/2023;REC;11848
24/06/2023;SSA;11010
24/06/2023;TECA;140308
24/06/2023;VIX;10462
25/06/2023;BHZ;16121
25/06/2023;BSB;985
25/06/2023;RIO;14825
25/06/2023;POA;4109
25/06/2023;REC;10808
25/06/2023;SSA;11719
25/06/2023;TECA;48131
25/06/2023;VIX;3341
26/06/2023;BHZ;29870
26/06/2023;BSB;13442
26/06/2023;CGB;5776
26/06/2023;CGR;2264
26/06/2023;FOR;3347
26/06/2023;RIO;11725
26/06/2023;MAO;3312
26/06/2023;POA;12649
26/06/2023;REC;7526
26/06/2023;SSA;7714
26/06/2023;TECA;93462
26/06/2023;VIX;10175
27/06/2023;BHZ;17246
27/06/2023;BSB;13651
27/06/2023;CGB;10411
27/06/2023;CGR;2846
27/06/2023;FOR;1954
27/06/2023;RIO;26646
27/06/2023;MAO;4244
27/06/2023;POA;13019
27/06/2023;REC;9098
27/06/2023;SSA;8262
27/06/2023;TECA;151098
27/06/2023;VIX;10147
28/06/2023;BHZ;23148
28/06/2023;BSB;7326
28/06/2023;CGB;4983
28/06/2023;CGR;1254
28/06/2023;FOR;4056
28/06/2023;RIO;39929
28/06/2023;MAO;4018
28/06/2023;POA;15187
28/06/2023;REC;11822
28/06/2023;SSA;1466
28/06/2023;TECA;175111
28/06/2023;VIX;15454
29/06/2023;BHZ;27030
29/06/2023;BSB;11027
29/06/2023;CGB;5001
29/06/2023;CGR;2359
29/06/2023;FOR;1453
29/06/2023;RIO;32356
29/06/2023;MAO;380
29/06/2023;POA;14818
29/06/2023;REC;7160
29/06/2023;SSA;7077
29/06/2023;TECA;165761
29/06/2023;VIX;11721
30/06/2023;BHZ;25447
30/06/2023;BSB;5116
30/06/2023;CGB;3267
30/06/2023;CGR;2455
30/06/2023;FOR;2586
30/06/2023;RIO;35220
30/06/2023;MAO;317
30/06/2023;POA;15857
30/06/2023;REC;10262
30/06/2023;SSA;7628
30/06/2023;TECA;157221
30/06/2023;VIX;11861
01/07/2023;BHZ;22056
01/07/2023;BSB;12429
01/07/2023;CGB;3886
01/07/2023;CGR;91
01/07/2023;FOR;1888
01/07/2023;RIO;29609
01/07/2023;MAO;3635
01/07/2023;POA;11050
01/07/2023;REC;12380
01/07/2023;SSA;4550
01/07/2023;TECA;125081
01/07/2023;VIX;7357
02/07/2023;BHZ;3038
02/07/2023;BSB;885
02/07/2023;FOR;761
02/07/2023;RIO;8258
02/07/2023;POA;4866
02/07/2023;REC;11059
02/07/2023;SSA;13291
02/07/2023;TECA;31654
02/07/2023;VIX;234
03/07/2023;BHZ;18822
03/07/2023;BSB;6610
03/07/2023;CGB;3414
03/07/2023;CGR;2431
03/07/2023;FOR;2874
03/07/2023;RIO;8779
03/07/2023;MAO;496
03/07/2023;POA;12474
03/07/2023;REC;7706
03/07/2023;SSA;5490
03/07/2023;TECA;74467
03/07/2023;VIX;9489
04/07/2023;BHZ;15573
04/07/2023;BSB;10398
04/07/2023;CGB;8277
04/07/2023;CGR;2398
04/07/2023;FOR;3897
04/07/2023;RIO;28362
04/07/2023;MAO;498
04/07/2023;POA;12445
04/07/2023;REC;6384
04/07/2023;SSA;5815
04/07/2023;TECA;167140
04/07/2023;VIX;13821
05/07/2023;BHZ;21984
05/07/2023;BSB;7782
05/07/2023;CGB;3902
05/07/2023;CGR;1189
05/07/2023;FOR;2203
05/07/2023;RIO;38400
05/07/2023;MAO;860
05/07/2023;POA;15118
05/07/2023;REC;11126
05/07/2023;SSA;1611
05/07/2023;TECA;181181
05/07/2023;VIX;10397
06/07/2023;BHZ;27789
06/07/2023;BSB;9267
06/07/2023;CGB;3138
06/07/2023;CGR;2423
06/07/2023;FOR;1645
06/07/2023;RIO;33821
06/07/2023;MAO;1584
06/07/2023;POA;16762
