Documento;DatadoTracking;DescricaoDoTracking;Insucesso
2762480132;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763617031;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761016241;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762864921;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757405581;06/04/2025;MERCADORIA PENDENTE;Pendencia
2761982961;16/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764668641;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764665161;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760450201;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762913061;22/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2764474001;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762102911;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763647251;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761654731;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765154891;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756812021;02/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2762255311;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762458341;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765490241;29/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763431271;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764759911;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761478991;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763955701;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764650171;26/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2761691661;25/04/2025;CLIENTE ALEGA NAO SER MERC ESCOLH - NAO CARREGOU;Cliente
2764902872;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761365501;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752881011;17/03/2025;MERCADORIA PENDENTE;Pendencia
2761411391;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764469781;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765064661;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764819281;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2755998821;27/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756316931;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764065801;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761083492;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756258611;12/04/2025;INSUCESSO DE ENTREGA;Cliente
2761914631;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763072251;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759898942;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764811501;26/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761041661;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764056861;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760747001;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757814901;03/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2758542462;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761230051;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763406421;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763404121;25/04/2025;DESTINATARIO AUSENTE NA SEGUNDA TENTATIVA;Cliente
2757705991;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757349031;02/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2754912231;23/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763115891;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765065331;27/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765324021;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758737842;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758425791;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758896871;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759526471;09/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2760117791;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758880091;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758798891;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760459791;10/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764507031;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765358401;29/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2760587421;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765768691;29/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2760312421;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2759636051;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757918171;04/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765531711;29/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762352851;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761446881;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760848041;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760671461;20/05/2025;INSUCESSO DE ENTREGA;Cliente
2763746061;02/05/2025;INSUCESSO DE ENTREGA;Cliente
2755235851;24/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758876122;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758774861;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758882891;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759219151;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758450401;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761409211;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763104001;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758433901;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758878271;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760899441;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763585621;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756940791;09/04/2025;INSUCESSO DE ENTREGA;Cliente
2759850821;08/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757602571;03/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760918951;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762554551;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759445201;08/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2763130592;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758065521;04/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763010201;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764181321;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757467171;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759497561;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757426421;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762993311;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764608341;09/05/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2758641411;16/04/2025;INSUCESSO DE ENTREGA;Cliente
2764540971;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757200561;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764638761;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760513071;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759870671;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757747941;10/04/2025;INSUCESSO DE ENTREGA;Cliente
2759408661;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756490601;05/05/2025;INSUCESSO DE ENTREGA;Cliente
2763814031;24/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758667021;19/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2762213741;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756836441;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2758585321;06/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762095641;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2755078481;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2758389231;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756947501;09/04/2025;INSUCESSO DE ENTREGA;Cliente
2758847332;05/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760070751;24/04/2025;INSUCESSO DE ENTREGA;Cliente
2761927911;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762822371;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2746222521;29/04/2025;BARRAR ENTREGA;Cliente
2761819761;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762311761;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762373321;15/05/2025;INSUCESSO DE ENTREGA;Cliente
2761558371;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761474072;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763926501;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760125251;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760751211;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762216641;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763283971;22/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760140851;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761758601;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764989191;28/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764044311;06/05/2025;INSUCESSO DE ENTREGA;Cliente
2763397531;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762876481;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761264312;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762370981;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759112831;08/04/2025;DEVIDO PROBLEMA COM A RETIRADA - NAO CARREGOU;Cliente
2758124422;07/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2761154231;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2738604761;08/05/2025;BARRAR ENTREGA;Cliente
2761632861;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759462181;09/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761841521;15/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761877861;02/05/2025;INSUCESSO DE ENTREGA;Cliente
2762635791;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761286971;23/04/2025;MERCADORIA PENDENTE;Pendencia
2757432491;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2762419131;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2752412741;15/03/2025;MERCADORIA PENDENTE;Pendencia
2756405661;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2765094091;28/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2759477611;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759143671;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758988851;06/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762490051;17/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2758857101;07/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761598261;14/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756862561;30/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757872021;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757463421;01/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761231501;13/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2756413611;17/04/2025;INSUCESSO DE ENTREGA;Cliente
2763173331;24/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2756466391;01/04/2025;FORA DE ITINERARIO - NAO CARREGOU;Roteirização
2760118061;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763996961;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757608912;05/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2763094931;19/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763378831;21/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760776631;11/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2757859261;02/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763804651;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757495571;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761485901;15/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763426911;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2765358411;29/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2760482231;10/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764577491;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761398731;13/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759248421;29/05/2025;INSUCESSO DE ENTREGA;Cliente
2756894581;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761218331;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761250531;15/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2760916851;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764281981;24/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760369521;10/04/2025;MERCADORIA PENDENTE;Pendencia
2758283351;14/04/2025;INSUCESSO DE ENTREGA;Cliente
2752497271;15/03/2025;MERCADORIA PENDENTE;Pendencia
2757205091;31/03/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757357961;10/04/2025;INSUCESSO DE ENTREGA;Cliente
2757541921;01/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764484401;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2759395911;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760116651;09/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762596231;17/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2761056721;12/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762304701;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2762867241;18/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763870471;23/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763241441;20/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757834631;02/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761552511;14/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2763787771;22/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2763659451;23/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761651791;16/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2756760261;31/03/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2764632041;25/04/2025;DOCUMENTO NAO LIBERADO PARA ENTREGA;Loja
2760556401;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2760794761;17/04/2025;INSUCESSO DE ENTREGA;Cliente
2757405581;03/04/2025;PERDA LOGISTICA;Pendencia
2762913061;22/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2756812021;02/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2764650171;25/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2761691661;24/04/2025;ALTER. P/ AGUARDAR ORDEM OU COMPENSACAO DE CHEQUE;Loja
2756258611;12/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2757814901;03/04/2025;CLIENTE AUSENTE 2;Cliente
2763404121;25/04/2025;CLIENTE AUSENTE 2;Cliente
2757349031;02/04/2025;RUA NAO LOCALIZADA;Cliente
2759526471;09/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2765358401;29/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2760312421;12/04/2025;DESTINATARIO DESCONHECIDO NO LOCAL;Cliente
2760671461;02/05/2025;BARRAR ENTREGA;Cliente
2759497561;11/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764608341;09/05/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2757747941;10/04/2025;DESTINATARIO AUSENTE NA PRIMEIRA TENTATIVA;Cliente
2756490601;02/05/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2758667021;19/04/2025;RUA NAO LOCALIZADA;Cliente
2755078481;07/04/2025;EXTRAVIO POR FALTA DE INFORMACAO;Transporte
2760070751;16/04/2025;INSUCESSO DE ENTREGA;Cliente
2746222521;29/04/2025;BARRAR ENTREGA;Cliente
2762373321;09/05/2025;ENDERECO NAO LOCALIZADO;Cliente
2764044311;30/04/2025;INSUCESSO DE ENTREGA;Cliente
2758124422;07/04/2025;RUA NAO LOCALIZADA;Cliente
2738604761;08/05/2025;BARRAR ENTREGA;Cliente
2756413611;15/04/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2763173331;24/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2757608912;05/04/2025;RUA NAO LOCALIZADA;Cliente
2765358411;29/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2759248421;29/04/2025;BARRAR ENTREGA;Cliente
2757357961;03/04/2025;CLIENTE MUDOU DE ENDERECO;Cliente
2763537571;26/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763163101;25/04/2025;RUA NAO LOCALIZADA;Cliente
2757269461;08/04/2025;CLIENTE AUSENTE;Cliente
2762210241;23/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2764926591;29/04/2025;CLIENTE AUSENTE;Cliente
2762115221;28/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2756708861;01/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2756378481;02/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2761095651;19/04/2025;CLIENTE AUSENTE 2;Cliente
2757062431;02/04/2025;CLIENTE AUSENTE;Cliente
2759030421;08/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759358261;11/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2764847882;29/04/2025;CLIENTE AUSENTE;Cliente
2760899941;22/04/2025;CLIENTE AUSENTE;Cliente
2754210541;04/04/2025;CLIENTE AUSENTE;Cliente
2755762271;01/04/2025;CLIENTE AUSENTE;Cliente
2765468111;29/04/2025;RUA NAO LOCALIZADA;Cliente
2760247741;16/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2758065361;05/04/2025;CLIENTE AUSENTE;Cliente
2761740251;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2759098752;09/04/2025;CLIENTE AUSENTE;Cliente
2755288521;01/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757396621;03/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2757869511;05/04/2025;NUMERO NAO LOCALIZADO;Cliente
2756094091;04/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757633211;07/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2763289231;25/04/2025;PERDA LOGISTICA;Pendencia
2760265091;11/04/2025;RUA NAO LOCALIZADA;Cliente
2762134601;24/04/2025;CLIENTE AUSENTE;Cliente
2763037931;25/04/2025;CLIENTE AUSENTE;Cliente
2763107831;22/04/2025;RUA NAO LOCALIZADA;Cliente
2763480451;22/04/2025;PERDA LOGISTICA;Pendencia
2757640191;03/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2759592851;10/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2759716611;16/04/2025;PERDA LOGISTICA;Pendencia
2760310101;16/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2763552441;22/04/2025;PERDA LOGISTICA;Pendencia
2763685131;28/04/2025;PERDA LOGISTICA;Pendencia
2757189361;02/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2763799861;25/04/2025;RUA NAO LOCALIZADA;Cliente
2756317011;31/03/2025;CLIENTE AUSENTE;Cliente
2760422021;15/04/2025;PERDA LOGISTICA;Pendencia
2758573841;07/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2762826801;22/04/2025;CLIENTE AUSENTE;Cliente
2755246921;01/04/2025;ATRASO NA ENTREGA DE 4 DIAS;Transporte
2759514101;15/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2761174891;23/04/2025;CLIENTE AUSENTE;Cliente
2761587031;19/04/2025;CLIENTE AUSENTE;Cliente
2756495961;02/04/2025;CLIENTE AUSENTE;Cliente
2758600581;08/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2761300961;03/05/2025;CLIENTE AUSENTE;Cliente
2763621251;25/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2761271981;22/04/2025;CLIENTE AUSENTE;Cliente
2758957731;07/04/2025;RUA NAO LOCALIZADA;Cliente
2761791941;23/04/2025;CLIENTE AUSENTE;Cliente
2762333411;29/04/2025;ATRASO NA ENTREGA DE 3 DIAS;Transporte
2757421491;03/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2754479851;03/04/2025;CLIENTE AUSENTE;Cliente
2759492241;11/04/2025;RUA NAO LOCALIZADA;Cliente
2759848421;24/04/2025;MERCADORIA DANIFICADA;Transporte
2764237821;29/04/2025;RUA NAO LOCALIZADA;Cliente
2757405581;03/04/2025;PERDA LOGISTICA;Pendencia
2761691661;24/04/2025;CLIENTE ALEGA NAO SER MERC ESCOLH - NAO CARREGOU;Cliente
2756258611;12/04/2025;CLIENTE AUSENTE;Cliente
2760312421;12/04/2025;CLIENTE DESCONHECIDO NO ENDERECO;Cliente
2760671461;02/05/2025;BARRAR ENTREGA;Cliente
2759497561;08/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2764608341;30/04/2025;ROUBO;Transporte
2757747941;10/04/2025;CLIENTE AUSENTE;Cliente
2756490601;02/05/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2758667021;07/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2755078481;07/04/2025;EXTRAVIO POR FALTA DE INFORMACAO;Transporte
2760070751;15/04/2025;MERCADORIA NAO COUBE NA RESIDENCIA;Cliente
2762373321;09/05/2025;RUA NAO LOCALIZADA;Cliente
2764044311;26/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2738604761;08/05/2025;PASSAGEM PELA FISCALIZACAO;Transporte
2756413611;15/04/2025;MERCADORIA INSUCESSO DEVOLVIDA;Cliente
2759248421;29/04/2025;BARRAR ENTREGA;Cliente
2757357961;03/04/2025;CLIENTE MUDOU DE ENDERECO;Cliente
2763289231;22/04/2025;EXPEDICAO CANCELADA;CD
2759592851;09/04/2025;ATRASO NA ENTREGA DE 1 DIA;Transporte
2759716611;16/04/2025;PERDA LOGISTICA;Pendencia
2763685131;25/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
2760422021;14/04/2025;EXPEDICAO CANCELADA;CD
2761174891;15/04/2025;ENDERECO NAO LOCALIZADO;Cliente
2759492241;07/04/2025;DOCUMENTO NAO LIBERADO ATE O MOMENTO DA EMISSAO NF;Loja
2757405581;03/04/2025;EXPEDIÇÃO CANCELADA NA ORIGEM DO EAD;CD
